name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,full_text,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,deity
Heal,conjuration,healing,,"cleric 6, druid 7, alchemist 6, witch 7, inquisitor 6",1 standard action,"V, S",0,touch,,,creature touched,instantaneous,0,0,Will negates (harmless),yes (harmless),"Heal enables you to channel positive energy into a creature to wipe away injury and afflictions. It immediately ends any and all of the following adverse conditions affecting the target: ability damage, blinded, confused, dazed, dazzled, deafened, diseased, exhausted, fatigued, feebleminded, insanity, nauseated, poisoned, sickened, and stunned. It also cures 10 hit points of damage per level of the caster, to a maximum of 150 points at 15th level.  Heal does not remove negative levels or restore permanently drained ability score points.  If used against an undead creature, heal instead acts like harm.","<p><i>Heal</i> enables you to channel positive energy into a creature to wipe away injury and afflictions. It immediately ends any and all of the following adverse conditions affecting the target: ability damage, blinded, confused, dazed, dazzled, deafened, diseased, exhausted, fatigued, feebleminded, insanity, nauseated, poisoned, sickened, and stunned. It also cures 10 hit points of damage per level of the caster, to a maximum of 150 points at 15th level.</p><p><i>Heal</i> does not remove negative levels or restore permanently drained ability score points.</p><p>If used against an undead creature, <i>heal</i> instead acts like harm.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heal</p><div style=""clear: both;""></div></div><div><h5><b>School </b>conjuration (healing); <b>Level </b>cleric 6, druid 7, alchemist 6, witch 7, inquisitor 6</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>creature touched</h5><h5><b>Duration </b>instantaneous</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes (harmless)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p><i>Heal</i> enables you to channel positive energy into a creature to wipe away injury and afflictions. It immediately ends any and all of the following adverse conditions affecting the target: ability damage, blinded, confused, dazed, dazzled, deafened, diseased, exhausted, fatigued, feebleminded, insanity, nauseated, poisoned, sickened, and stunned. It also cures 10 hit points of damage per level of the caster, to a maximum of 150 points at 15th level.</p><p><i>Heal</i> does not remove negative levels or restore permanently drained ability score points.</p><p>If used against an undead creature, <i>heal</i> instead acts like harm.</p></h4></div>",1,1,0,0,0,NULL,NULL,6,7,NULL,NULL,NULL,6,NULL,7,6,NULL,NULL
"Heal, Mass",conjuration,healing,,cleric 9,1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,"one or more creatures, no two of which can be more than 30 ft. apart",instantaneous,0,0,Will negates (harmless),yes (harmless),"This spell functions like heal, except as noted above. The maximum number of hit points restored to each creature is 250.","<p>This spell functions like <i>heal,</i> except as noted above. The maximum number of hit points restored to each creature is 250.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heal, Mass</p><div style=""clear: both;""></div></div><div><h5><b>School </b>conjuration (healing); <b>Level </b>cleric 9</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>close (25 ft. + 5 ft./2 levels)</h5><h5><b>Targets </b>one or more creatures, no two of which can be more than 30 ft. apart</h5><h5><b>Duration </b>instantaneous</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes (harmless)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This spell functions like <i>heal,</i> except as noted above. The maximum number of hit points restored to each creature is 250.</p></h4></div>",1,1,0,0,0,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Heal Mount,conjuration,healing,,paladin 3,1 standard action,"V, S",0,touch,,,your mount touched,instantaneous,0,0,Will negates (harmless),yes (harmless),"This spell functions like heal, but it affects only the paladin's special mount (typically a horse).","<p>This spell functions like <i>heal,</i> but it affects only the paladin's special mount (typically a horse).</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heal Mount</p><div style=""clear: both;""></div></div><div><h5><b>School </b>conjuration (healing); <b>Level </b>paladin 3</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>your mount touched</h5><h5><b>Duration </b>instantaneous</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes (harmless)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This spell functions like <i>heal,</i> but it affects only the paladin's special mount (typically a horse).</p></h4></div>",1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL
Heat Metal,transmutation,,fire,druid 2,1 standard action,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,,"metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lbs. of metal/level, all of which must be within a 30-ft. circle",7 rounds,0,0,Will negates (object),yes (object),"Heat metal causes metal objects to become red-hot. Unattended, nonmagical metal gets no saving throw. Magical metal is allowed a saving throw against the spell. An item in a creature's possession uses the creature's saving throw bonus unless its own is higher. A creature takes fire damage if its equipment is heated. It takes full damage if its armor, shield, or weapon is affected. The creature takes minimum damage (1 point or 2 points; see the table) if it's not wearing or wielding such an item. On the first round of the spell, the metal becomes warm and uncomfortable to touch but deals no damage. The same effect also occurs on the last round of the spell's duration. During the second (and also the next-to-last) round, intense heat causes pain and damage. In the third, fourth, and fifth rounds, the metal is searing hot, and causes more damage, as shown on the table presented on the following page. Round M etal Temperature D amage 1 Warm None 2 Hot 1d4 points 3-5 Searing 2d4 points 6 Hot 1d4 points 7 Warm None Any cold intense enough to damage the creature negates fire damage from the spell (and vice versa) on a point-for-point basis. If cast underwater, heat metal deals half damage and boils the surrounding water. Heat metal counters and dispels chill metal.","<p><i>Heat metal</i> causes metal objects to become red-hot.</p><p>Unattended, nonmagical metal gets no saving throw. Magical metal is allowed a saving throw against the spell. An item in a creature's possession uses the creature's saving throw bonus unless its own is higher.</p><p>A creature takes fire damage if its equipment is heated. It takes full damage if its armor, shield, or weapon is affected. The creature takes minimum damage (1 point or 2 points; see the table) if it's not wearing or wielding such an item.</p><p>On the first round of the spell, the metal becomes warm and uncomfortable to touch but deals no damage. The same effect also occurs on the last round of the spell's duration. During the second (and also the next-to-last) round, intense heat causes pain and damage. In the third, fourth, and fifth rounds, the metal is searing hot, and causes more damage, as shown on the table presented on the following page.</p><p> <table><tr><th>Round</th><th>Metal Temperature</th><th>Damage</th></tr><tr><td>1</td><td>Warm</td><td>None</td></tr><tr><td>2</td><td>Hot</td><td>1d4 points</td></tr><tr><td>3-5</td><td>Searing</td><td>2d4 points</td></tr><tr><td>6</td><td>Hot</td><td>1d4 points</td></tr><tr><td>7</td><td>Warm</td><td>None</td></tr></table>  Any cold intense enough to damage the creature negates fire damage from the spell (and vice versa) on a point-for-point basis.</p><p>If cast underwater, <i>heat metal</i> deals half damage and boils the surrounding water.</p><p><i>Heat metal</i> counters and dispels chill metal.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heat Metal</p><div style=""clear: both;""></div></div><div><h5><b>School </b>transmutation [fire]; <b>Level </b>druid 2</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S, DF</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>close (25 ft. + 5 ft./2 levels)</h5><h5><b>Targets </b>metal equipment of one creature per two levels, no two of which can be more than 30 ft. apart; or 25 lbs. of metal/level, all of which must be within a 30-ft. circle</h5><h5><b>Duration </b>7 rounds</h5><h5><b>Saving Throw </b>Will negates (object); <b>Spell Resistance </b>yes (object)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p><i>Heat metal</i> causes metal objects to become red-hot.</p><p>Unattended, nonmagical metal gets no saving throw. Magical metal is allowed a saving throw against the spell. An item in a creature's possession uses the creature's saving throw bonus unless its own is higher.</p><p>A creature takes fire damage if its equipment is heated. It takes full damage if its armor, shield, or weapon is affected. The creature takes minimum damage (1 point or 2 points; see the table) if it's not wearing or wielding such an item.</p><p>On the first round of the spell, the metal becomes warm and uncomfortable to touch but deals no damage. The same effect also occurs on the last round of the spell's duration. During the second (and also the next-to-last) round, intense heat causes pain and damage. In the third, fourth, and fifth rounds, the metal is searing hot, and causes more damage, as shown on the table presented on the following page.</p><p> <table><tr><th>Round</th><th>Metal Temperature</th><th>Damage</th></tr><tr><td>1</td><td>Warm</td><td>None</td></tr><tr><td>2</td><td>Hot</td><td>1d4 points</td></tr><tr><td>3-5</td><td>Searing</td><td>2d4 points</td></tr><tr><td>6</td><td>Hot</td><td>1d4 points</td></tr><tr><td>7</td><td>Warm</td><td>None</td></tr></table>  Any cold intense enough to damage the creature negates fire damage from the spell (and vice versa) on a point-for-point basis.</p><p>If cast underwater, <i>heat metal</i> deals half damage and boils the surrounding water.</p><p><i>Heat metal</i> counters and dispels chill metal.</p></h4></div>",1,1,0,0,1,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Helping Hand,evocation,,,cleric 3,1 standard action,"V, S, DF",0,5 miles,,ghostly hand,,1 hour/level,0,0,none,no,"You create the ghostly image of a hand, which you can send to find a creature within 5 miles. The hand then beckons to that creature and leads it to you if the creature is willing to follow. When the spell is cast, you specify a person (or any creature) by physical description, which can include race, gender, and appearance but not ambiguous factors such as level, alignment, or class. When the description is done, the hand streaks off in search of a subject that fits the description. The amount of time it takes to find the subject depends on how far away he is, as detailed on the following table. Distance Time to Locate 100 ft. or less 1 round 1,000 ft. 1 minute 1 mile 10 minutes 2 miles 1 hour 3 miles 2 hours 4 miles 3 hours 5 miles 4 hours Once the hand locates the subject, it beckons the creature to follow it. If the subject does so, the hand points in your direction, indicating the most direct, feasible route. The hand hovers 10 feet in front of the subject, moving before it at a speed of as much as 240 feet per round. Once the hand leads the subject back to you, it disappears. The subject is not compelled to follow the hand or act in any particular way toward you. If the subject chooses not to follow, the hand continues to beckon for the duration of the spell, then disappears. If the spell expires while the subject is en route to you, the hand disappears; the subject must then rely on its own devices to locate you. If more than one subject in a 5-mile radius meets the description, the hand locates the closest creature. If that creature refuses to follow the hand, the hand does not seek out a second subject. If, at the end of 4 hours of searching, the hand has found no subject that matches the description within 5 miles, it returns to you, displays an outstretched palm (indicating that no such creature was found), and disappears. The ghostly hand has no physical form. It is invisible to anyone except you and a potential subject. It cannot engage in combat or execute any other task aside from locating a subject and leading it back to you. The hand can't pass through solid objects but can ooze through small cracks and slits. The hand cannot travel more than 5 miles from the spot it appeared when you cast the spell.","<p>You create the ghostly image of a hand, which you can send to find a creature within 5 miles. The hand then beckons to that creature and leads it to you if the creature is willing to follow.</p><p>When the spell is cast, you specify a person (or any creature) by physical description, which can include race, gender, and appearance but not ambiguous factors such as level, alignment, or class. When the description is done, the hand streaks off in search of a subject that fits the description. The amount of time it takes to find the subject depends on how far away he is, as detailed on the following table.</p><p> <table><tr><th>Distance</th><th>Time to Locate</th></tr><tr><td>100 ft. or less</td><td>1 round</td></tr><tr><td>1,000 ft.</td><td>1 minute</td></tr><tr><td>1 mile</td><td>10 minutes</td></tr><tr><td>2 miles</td><td>1 hour</td></tr><tr><td>3 miles</td><td>2 hours</td></tr><tr><td>4 miles</td><td>3 hours</td></tr><tr><td>5 miles</td><td>4 hours</td></tr></table>  Once the hand locates the subject, it beckons the creature to follow it. If the subject does so, the hand points in your direction, indicating the most direct, feasible route. The hand hovers 10 feet in front of the subject, moving before it at a speed of as much as 240 feet per round. Once the hand leads the subject back to you, it disappears.</p><p>The subject is not compelled to follow the hand or act in any particular way toward you. If the subject chooses not to follow, the hand continues to beckon for the duration of the spell, then disappears. If the spell expires while the subject is en route to you, the hand disappears; the subject must then rely on its own devices to locate you.</p><p>If more than one subject in a 5-mile radius meets the description, the hand locates the closest creature. If that creature refuses to follow the hand, the hand does not seek out a second subject.</p><p>If, at the end of 4 hours of searching, the hand has found no subject that matches the description within 5 miles, it returns to you, displays an outstretched palm (indicating that no such creature was found), and disappears.</p><p>The ghostly hand has no physical form. It is invisible to anyone except you and a potential subject. It cannot engage in combat or execute any other task aside from locating a subject and leading it back to you. The hand can't pass through solid objects but can ooze through small cracks and slits. The hand cannot travel more than 5 miles from the spot it appeared when you cast the spell.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Helping Hand</p><div style=""clear: both;""></div></div><div><h5><b>School </b>evocation; <b>Level </b>cleric 3</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S, DF</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>5 miles</h5><h5><b>Effect </b>ghostly hand</h5><h5><b>Duration </b>1 hour/level</h5><h5><b>Saving Throw </b>none; <b>Spell Resistance </b>no</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>You create the ghostly image of a hand, which you can send to find a creature within 5 miles. The hand then beckons to that creature and leads it to you if the creature is willing to follow.</p><p>When the spell is cast, you specify a person (or any creature) by physical description, which can include race, gender, and appearance but not ambiguous factors such as level, alignment, or class. When the description is done, the hand streaks off in search of a subject that fits the description. The amount of time it takes to find the subject depends on how far away he is, as detailed on the following table.</p><p> <table><tr><th>Distance</th><th>Time to Locate</th></tr><tr><td>100 ft. or less</td><td>1 round</td></tr><tr><td>1,000 ft.</td><td>1 minute</td></tr><tr><td>1 mile</td><td>10 minutes</td></tr><tr><td>2 miles</td><td>1 hour</td></tr><tr><td>3 miles</td><td>2 hours</td></tr><tr><td>4 miles</td><td>3 hours</td></tr><tr><td>5 miles</td><td>4 hours</td></tr></table>  Once the hand locates the subject, it beckons the creature to follow it. If the subject does so, the hand points in your direction, indicating the most direct, feasible route. The hand hovers 10 feet in front of the subject, moving before it at a speed of as much as 240 feet per round. Once the hand leads the subject back to you, it disappears.</p><p>The subject is not compelled to follow the hand or act in any particular way toward you. If the subject chooses not to follow, the hand continues to beckon for the duration of the spell, then disappears. If the spell expires while the subject is en route to you, the hand disappears; the subject must then rely on its own devices to locate you.</p><p>If more than one subject in a 5-mile radius meets the description, the hand locates the closest creature. If that creature refuses to follow the hand, the hand does not seek out a second subject.</p><p>If, at the end of 4 hours of searching, the hand has found no subject that matches the description within 5 miles, it returns to you, displays an outstretched palm (indicating that no such creature was found), and disappears.</p><p>The ghostly hand has no physical form. It is invisible to anyone except you and a potential subject. It cannot engage in combat or execute any other task aside from locating a subject and leading it back to you. The hand can't pass through solid objects but can ooze through small cracks and slits. The hand cannot travel more than 5 miles from the spot it appeared when you cast the spell.</p></h4></div>",1,1,0,0,1,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Heroes' Feast,conjuration,,creation,"bard 6, cleric 6, inquisitor 6",10 minutes,"V, S, DF",0,close (25 ft. + 5 ft./2 levels),,feast for one creature/level,,1 hour plus 12 hours; see text,0,0,none,no,"You bring forth a great feast, including a magnificent table, chairs, service, and food and drink. The feast takes 1 hour to consume, and the beneficial effects do not set in until this hour is over. Every creature partaking of the feast is cured of all sickness and nausea, receives the benefits of both neutralize poison and remove disease, and gains 1d8 temporary hit points + 1 point per two caster levels (maximum +10) after imbibing the nectar-like beverage that is part of the feast. The ambrosial food grants each creature that partakes a +1 morale bonus on attack rolls and Will saves and a +4 morale bonus on saving throws against poison and fear effects for 12 hours.  If the feast is interrupted for any reason, the spell is ruined and all effects of the spell are negated.","<p>You bring forth a great feast, including a magnificent table, chairs, service, and food and drink. The feast takes 1 hour to consume, and the beneficial effects do not set in until this hour is over. Every creature partaking of the feast is cured of all sickness and nausea, receives the benefits of both <i>neutralize poison</i> and <i>remove disease</i>, and gains 1d8 temporary hit points + 1 point per two caster levels (maximum +10) after imbibing the nectar-like beverage that is part of the feast. The ambrosial food grants each creature that partakes a +1 morale bonus on attack rolls and Will saves and a +4 morale bonus on saving throws against poison and fear effects for 12 hours.</p><p>If the feast is interrupted for any reason, the spell is ruined and all effects of the spell are negated.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heroes' Feast</p><div style=""clear: both;""></div></div><div><h5><b>School </b>conjuration [creation]; <b>Level </b>bard 6, cleric 6, inquisitor 6</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>10 minutes</h5><h5><b>Components </b>V, S, DF</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>close (25 ft. + 5 ft./2 levels)</h5><h5><b>Effect </b>feast for one creature/level</h5><h5><b>Duration </b>1 hour plus 12 hours; see text</h5><h5><b>Saving Throw </b>none; <b>Spell Resistance </b>no</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>You bring forth a great feast, including a magnificent table, chairs, service, and food and drink. The feast takes 1 hour to consume, and the beneficial effects do not set in until this hour is over. Every creature partaking of the feast is cured of all sickness and nausea, receives the benefits of both <i>neutralize poison</i> and <i>remove disease</i>, and gains 1d8 temporary hit points + 1 point per two caster levels (maximum +10) after imbibing the nectar-like beverage that is part of the feast. The ambrosial food grants each creature that partakes a +1 morale bonus on attack rolls and Will saves and a +4 morale bonus on saving throws against poison and fear effects for 12 hours.</p><p>If the feast is interrupted for any reason, the spell is ruined and all effects of the spell are negated.</p></h4></div>",1,1,0,0,1,NULL,NULL,6,NULL,NULL,6,NULL,NULL,NULL,NULL,6,NULL,NULL
Heroism,enchantment,compulsion,mind-affecting,"bard 2, sorcerer/wizard 3, alchemist 3, summoner 3, witch 3, inquisitor 3",1 standard action,"V, S",0,touch,,,creature touched,10 min./level,0,0,Will negates (harmless),yes (harmless),"This spell imbues a single creature with great bravery and morale in battle. The target gains a +2 morale bonus on attack rolls, saves, and skill checks.","<p>This spell imbues a single creature with great bravery and morale in battle. The target gains a +2 morale bonus on attack rolls, saves, and skill checks.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heroism</p><div style=""clear: both;""></div></div><div><h5><b>School </b>enchantment (compulsion) [mind-affecting]; <b>Level </b>bard 2, sorcerer/wizard 3, alchemist 3, summoner 3, witch 3, inquisitor 3, alchemist 3, summoner 3, witch 3, inquisitor 3</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>creature touched</h5><h5><b>Duration </b>10 min./level</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes (harmless)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This spell imbues a single creature with great bravery and morale in battle. The target gains a +2 morale bonus on attack rolls, saves, and skill checks.</p></h4></div>",1,1,0,0,0,3,3,NULL,NULL,NULL,2,NULL,3,3,3,3,NULL,NULL
"Heroism, Greater",enchantment,compulsion,mind-affecting,"bard 5, sorcerer/wizard 6, summoner 5, witch 6",1 standard action,"V, S",0,touch,,,creature touched,1 min./level,0,0,Will negates (harmless),yes (harmless),"This spell functions like heroism, except the creature gains a +4 morale bonus on attack rolls, saves, and skill checks, immunity to fear effects, and temporary hit points equal to your caster level (maximum 20).","<p>This spell functions like <i>heroism,</i> except the creature gains a +4 morale bonus on attack rolls, saves, and skill checks, immunity to fear effects, and temporary hit points equal to your caster level (maximum 20).</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Heroism, Greater</p><div style=""clear: both;""></div></div><div><h5><b>School </b>enchantment (compulsion) [mind-affecting]; <b>Level </b>bard 5, sorcerer/wizard 6, summoner 5, witch 6</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>creature touched</h5><h5><b>Duration </b>1 min./level</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes (harmless)</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>This spell functions like <i>heroism,</i> except the creature gains a +4 morale bonus on attack rolls, saves, and skill checks, immunity to fear effects, and temporary hit points equal to your caster level (maximum 20).</p></h4></div>",1,1,0,0,0,6,6,NULL,NULL,NULL,5,NULL,NULL,5,6,NULL,NULL,NULL
Hide from Animals,abjuration,,,"druid 1, ranger 1",1 standard action,"S, DF",0,touch,,,one creature touched/level,10 min./level,1,0,Will negates (harmless),yes,"Animals cannot sense the warded creatures. Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures.  Animals simply act as though the warded creatures are not there.  If a warded character touches an animal or attacks any creature, even with a spell, the spell ends for all recipients.","<p>Animals cannot sense the warded creatures. Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures.</p><p>Animals simply act as though the warded creatures are not there.</p><p>If a warded character touches an animal or attacks any creature, even with a spell, the spell ends for all recipients.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Hide from Animals</p><div style=""clear: both;""></div></div><div><h5><b>School </b>abjuration; <b>Level </b>druid 1, ranger 1</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>S, DF</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>one creature touched/level</h5><h5><b>Duration </b>10 min./level (D)</h5><h5><b>Saving Throw </b>Will negates (harmless); <b>Spell Resistance </b>yes</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Animals cannot sense the warded creatures. Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures.</p><p>Animals simply act as though the warded creatures are not there.</p><p>If a warded character touches an animal or attacks any creature, even with a spell, the spell ends for all recipients.</p></h4></div>",0,1,0,0,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hide from Undead,abjuration,,,"cleric 1, inquisitor 1",1 standard action,"V, S, DF",0,touch,,,one touched creature/level,10 min./level,1,0,Will negates (harmless); see text,yes,"Undead cannot see, hear, or smell creatures warded by this spell.  Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures. Nonintelligent undead creatures (such as skeletons or zombies) are automatically affected and act as though the warded creatures are not there. An intelligent undead creature gets a single Will saving throw. If it fails, the subject can't see any of the warded creatures. If it has reason to believe unseen opponents are present, however, it can attempt to find or strike them. If a warded creature attempts to channel positive energy, turn or command undead, touches an undead creature, or attacks any creature (even with a spell), the spell ends for all recipients.","<p>Undead cannot see, hear, or smell creatures warded by this spell.</p><p>Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures. Nonintelligent undead creatures (such as skeletons or zombies) are automatically affected and act as though the warded creatures are not there. An intelligent undead creature gets a single Will saving throw. If it fails, the subject can't see any of the warded creatures. If it has reason to believe unseen opponents are present, however, it can attempt to find or strike them. If a warded creature attempts to channel positive energy, turn or command undead, touches an undead creature, or attacks any creature (even with a spell), the spell ends for all recipients.</p>",PFRPG Core,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Hide from Undead</p><div style=""clear: both;""></div></div><div><h5><b>School </b>abjuration; <b>Level </b>cleric 1, inquisitor 1</h5></div><hr/><div><h5><b>CASTING</b></h5></div><hr/><div><h5><b>Casting Time </b>1 standard action</h5><h5><b>Components </b>V, S, DF</h5></div><hr/><div><h5><b>EFFECT</b></h5></div><hr/><div><h5><b>Range </b>touch</h5><h5><b>Targets </b>one touched creature/level</h5><h5><b>Duration </b>10 min./level (D)</h5><h5><b>Saving Throw </b>Will negates (harmless); see text; <b>Spell Resistance </b>yes</h5></div><hr/><div><h5><b>DESCRIPTION</b></h5></div><hr/><div><h4><p>Undead cannot see, hear, or smell creatures warded by this spell.</p><p>Even extraordinary or supernatural sensory capabilities, such as blindsense, blindsight, scent, and tremorsense, cannot detect or locate warded creatures. Nonintelligent undead creatures (such as skeletons or zombies) are automatically affected and act as though the warded creatures are not there. An intelligent undead creature gets a single Will saving throw. If it fails, the subject can't see any of the warded creatures. If it has reason to believe unseen opponents are present, however, it can attempt to find or strike them. If a warded creature attempts to channel positive energy, turn or command undead, touches an undead creature, or attacks any creature (even with a spell), the spell ends for all recipients.</p></h4></div>",1,1,0,0,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
